area_id,source,calendar_quarter,sex,age_group,population,asfr
MWI_4_1,Census 2018,CY2013Q2,male,45-49,3293.0560767322377,
MWI_4_1,Census 2018,CY2013Q2,male,50-54,2376.657756325356,
MWI_4_1,Census 2018,CY2013Q2,male,55-59,1724.3213897176865,
MWI_4_1,Census 2018,CY2013Q2,male,60-64,1110.3652722685893,
MWI_4_1,Census 2018,CY2013Q2,male,65-69,1151.4537884988856,
MWI_4_1,Census 2018,CY2013Q2,male,70-74,882.7943391488485,
MWI_4_1,Census 2018,CY2013Q2,male,75-79,874.9046132030478,
MWI_4_1,Census 2018,CY2013Q2,male,80+,774.3770338310308,
MWI_4_1,Census 2018,CY2014Q2,female,00-04,17294.232370828144,
MWI_4_1,Census 2018,CY2014Q2,female,05-09,15142.952958638221,
MWI_4_1,Census 2018,CY2014Q2,female,10-14,16153.668084759312,
MWI_4_1,Census 2018,CY2014Q2,female,15-19,12630.027381280297,0.13367532286404474
MWI_4_1,Census 2018,CY2014Q2,female,20-24,10950.618168575254,0.23033700028456347
MWI_4_1,Census 2018,CY2014Q2,female,25-29,6740.8038534771695,0.1980230307216269
MWI_4_1,Census 2018,CY2014Q2,female,30-34,5896.663088652765,0.16627673158380588
MWI_4_1,Census 2018,CY2014Q2,female,35-39,5519.594928689749,0.11732458924001948
MWI_4_1,Census 2018,CY2014Q2,female,40-44,4559.163551142044,0.05428895267473757
MWI_4_1,Census 2018,CY2014Q2,female,45-49,3326.5872591348343,0.022021723166903512
MWI_4_1,Census 2018,CY2014Q2,female,50-54,2649.800830390563,
MWI_4_1,Census 2018,CY2014Q2,female,55-59,1928.6284882348173,
MWI_4_1,Census 2018,CY2014Q2,female,60-64,1407.2505913271123,
MWI_4_1,Census 2018,CY2014Q2,female,65-69,1517.0086090220775,
MWI_4_1,Census 2018,CY2014Q2,female,70-74,1116.5128299996193,
MWI_4_1,Census 2018,CY2014Q2,female,75-79,933.2246140695819,
MWI_4_1,Census 2018,CY2014Q2,female,80+,842.5058640497505,
MWI_4_1,Census 2018,CY2014Q2,male,00-04,17407.490251908468,
MWI_4_1,Census 2018,CY2014Q2,male,05-09,14506.61069687873,
MWI_4_1,Census 2018,CY2014Q2,male,10-14,15318.585331269087,
MWI_4_1,Census 2018,CY2014Q2,male,15-19,12547.171371333035,
MWI_4_1,Census 2018,CY2014Q2,male,20-24,9822.574277581505,
MWI_4_1,Census 2018,CY2014Q2,male,25-29,6325.18206134765,
MWI_4_1,Census 2018,CY2014Q2,male,30-34,4916.042515720865,
MWI_4_1,Census 2018,CY2014Q2,male,35-39,4573.199890814949,
MWI_4_1,Census 2018,CY2014Q2,male,40-44,4185.774397699211,
MWI_4_1,Census 2018,CY2014Q2,male,45-49,3426.7646114777635,
MWI_4_1,Census 2018,CY2014Q2,male,50-54,2487.8301411843154,
MWI_4_1,Census 2018,CY2014Q2,male,55-59,1807.29544348742,
MWI_4_1,Census 2018,CY2014Q2,male,60-64,1170.1720244894868,
MWI_4_1,Census 2018,CY2014Q2,male,65-69,1170.0179171211623,
MWI_4_1,Census 2018,CY2014Q2,male,70-74,884.2594613615294,
MWI_4_1,Census 2018,CY2014Q2,male,75-79,876.8896947589617,
MWI_4_1,Census 2018,CY2014Q2,male,80+,811.7640105631347,
MWI_4_1,Census 2018,CY2015Q2,female,00-04,16991.84742346782,
MWI_4_1,Census 2018,CY2015Q2,female,05-09,15880.12368890074,
MWI_4_1,Census 2018,CY2015Q2,female,10-14,16690.465622099782,
MWI_4_1,Census 2018,CY2015Q2,female,15-19,13019.960867522641,0.1301120614903563
MWI_4_1,Census 2018,CY2015Q2,female,20-24,11121.41816090514,0.22115691132683973
MWI_4_1,Census 2018,CY2015Q2,female,25-29,7166.68033067946,0.188278820843448
MWI_4_1,Census 2018,CY2015Q2,female,30-34,6106.337019168992,0.15800578819835326
MWI_4_1,Census 2018,CY2015Q2,female,35-39,5581.23120360267,0.11078359806825716
MWI_4_1,Census 2018,CY2015Q2,female,40-44,4663.442007549487,0.05145902977328709
MWI_4_1,Census 2018,CY2015Q2,female,45-49,3477.7447763030855,0.020974658153192632
MWI_4_1,Census 2018,CY2015Q2,female,50-54,2764.4774196118815,
MWI_4_1,Census 2018,CY2015Q2,female,55-59,2026.231654850752,
MWI_4_1,Census 2018,CY2015Q2,female,60-64,1461.9759436164447,
MWI_4_1,Census 2018,CY2015Q2,female,65-69,1520.1751960110112,
MWI_4_1,Census 2018,CY2015Q2,female,70-74,1136.2547972112507,
MWI_4_1,Census 2018,CY2015Q2,female,75-79,956.2153164556901,
MWI_4_1,Census 2018,CY2015Q2,female,80+,907.9742838824169,
MWI_4_1,Census 2018,CY2015Q2,male,00-04,16991.10722243096,
MWI_4_1,Census 2018,CY2015Q2,male,05-09,15322.576283116605,
MWI_4_1,Census 2018,CY2015Q2,male,10-14,15878.182363125348,
MWI_4_1,Census 2018,CY2015Q2,male,15-19,12880.447570748345,
MWI_4_1,Census 2018,CY2015Q2,male,20-24,10041.241037411768,
MWI_4_1,Census 2018,CY2015Q2,male,25-29,6651.505182621047,
MWI_4_1,Census 2018,CY2015Q2,male,30-34,5223.403943403963,
MWI_4_1,Census 2018,CY2015Q2,male,35-39,4735.913487499413,
MWI_4_1,Census 2018,CY2015Q2,male,40-44,4322.480498808135,
MWI_4_1,Census 2018,CY2015Q2,male,45-49,3546.063202216594,
MWI_4_1,Census 2018,CY2015Q2,male,50-54,2612.472499500539,
MWI_4_1,Census 2018,CY2015Q2,male,55-59,1875.5751788478142,
MWI_4_1,Census 2018,CY2015Q2,male,60-64,1254.2941296109188,
MWI_4_1,Census 2018,CY2015Q2,male,65-69,1180.9871783278963,
MWI_4_1,Census 2018,CY2015Q2,male,70-74,904.3429189463856,
MWI_4_1,Census 2018,CY2015Q2,male,75-79,864.8940919701423,
MWI_4_1,Census 2018,CY2015Q2,male,80+,847.8884548273109,
MWI_4_1,Census 2018,CY2016Q2,female,00-04,16688.19703186575,
MWI_4_1,Census 2018,CY2016Q2,female,05-09,16661.753321154378,
MWI_4_1,Census 2018,CY2016Q2,female,10-14,17199.095897236824,
MWI_4_1,Census 2018,CY2016Q2,female,15-19,13449.01266382955,0.13081644281903987
MWI_4_1,Census 2018,CY2016Q2,female,20-24,11201.356876753618,0.22175109065063675
MWI_4_1,Census 2018,CY2016Q2,female,25-29,7620.376691624696,0.19023863952744446
MWI_4_1,Census 2018,CY2016Q2,female,30-34,6386.263243862459,0.15873961970995126
MWI_4_1,Census 2018,CY2016Q2,female,35-39,5641.215746191675,0.11109190404716722
MWI_4_1,Census 2018,CY2016Q2,female,40-44,4737.045006204061,0.052253923797552684
MWI_4_1,Census 2018,CY2016Q2,female,45-49,3632.9282659545083,0.021380169037028097
MWI_4_1,Census 2018,CY2016Q2,female,50-54,2878.4208876616444,
MWI_4_1,Census 2018,CY2016Q2,female,55-59,2130.994270628315,
MWI_4_1,Census 2018,CY2016Q2,female,60-64,1534.1721477574583,
MWI_4_1,Census 2018,CY2016Q2,female,65-69,1522.4348212721409,
MWI_4_1,Census 2018,CY2016Q2,female,70-74,1154.863387017369,
MWI_4_1,Census 2018,CY2016Q2,female,75-79,976.9903900487235,
MWI_4_1,Census 2018,CY2016Q2,female,80+,983.4719030523613,
MWI_4_1,Census 2018,CY2016Q2,male,00-04,16578.225428228183,
MWI_4_1,Census 2018,CY2016Q2,male,05-09,16151.429526194615,
MWI_4_1,Census 2018,CY2016Q2,male,10-14,16448.22679991824,
MWI_4_1,Census 2018,CY2016Q2,male,15-19,13211.307660997896,
MWI_4_1,Census 2018,CY2016Q2,male,20-24,10204.561945280968,
MWI_4_1,Census 2018,CY2016Q2,male,25-29,6985.726022603752,
MWI_4_1,Census 2018,CY2016Q2,male,30-34,5600.477984841267,
MWI_4_1,Census 2018,CY2016Q2,male,35-39,4932.8063349681415,
MWI_4_1,Census 2018,CY2016Q2,male,40-44,4455.665968623299,
MWI_4_1,Census 2018,CY2016Q2,male,45-49,3650.6273734387437,
MWI_4_1,Census 2018,CY2016Q2,male,50-54,2739.723262763406,
MWI_4_1,Census 2018,CY2016Q2,male,55-59,1947.2146432466116,
MWI_4_1,Census 2018,CY2016Q2,male,60-64,1347.9773918454862,
MWI_4_1,Census 2018,CY2016Q2,male,65-69,1203.0053439216338,
MWI_4_1,Census 2018,CY2016Q2,male,70-74,928.6277265301555,
MWI_4_1,Census 2018,CY2016Q2,male,75-79,847.6203296415017,
MWI_4_1,Census 2018,CY2016Q2,male,80+,879.96718280834,
MWI_4_1,Census 2018,CY2017Q2,female,00-04,16376.47092321601,
MWI_4_1,Census 2018,CY2017Q2,female,05-09,17491.76953779184,
MWI_4_1,Census 2018,CY2017Q2,female,10-14,17690.80946308261,
MWI_4_1,Census 2018,CY2017Q2,female,15-19,13866.997275143896,0.1336639617455008
MWI_4_1,Census 2018,CY2017Q2,female,20-24,11294.373630422402,0.2271419932178092
MWI_4_1,Census 2018,CY2017Q2,female,25-29,8006.257619934817,0.1954161459229377
MWI_4_1,Census 2018,CY2017Q2,female,30-34,6763.415137393394,0.16386725588762735
MWI_4_1,Census 2018,CY2017Q2,female,35-39,5732.239968636266,0.11520495980358417
MWI_4_1,Census 2018,CY2017Q2,female,40-44,4788.314459198516,0.05499021773077875
MWI_4_1,Census 2018,CY2017Q2,female,45-49,3768.6088585606635,0.022585456100892447
MWI_4_1,Census 2018,CY2017Q2,female,50-54,3015.545780825982,
MWI_4_1,Census 2018,CY2017Q2,female,55-59,2229.575875185236,
MWI_4_1,Census 2018,CY2017Q2,female,60-64,1616.7017403608197,
MWI_4_1,Census 2018,CY2017Q2,female,65-69,1542.1549187923995,
MWI_4_1,Census 2018,CY2017Q2,female,70-74,1164.232225877855,
MWI_4_1,Census 2018,CY2017Q2,female,75-79,998.9217655655768,
MWI_4_1,Census 2018,CY2017Q2,female,80+,1064.002896257893,
MWI_4_1,Census 2018,CY2017Q2,male,00-04,16162.793908491172,
MWI_4_1,Census 2018,CY2017Q2,male,05-09,17005.116677713133,
MWI_4_1,Census 2018,CY2017Q2,male,10-14,17015.05258495562,
MWI_4_1,Census 2018,CY2017Q2,male,15-19,13535.328308366727,
MWI_4_1,Census 2018,CY2017Q2,male,20-24,10356.20815319406,
MWI_4_1,Census 2018,CY2017Q2,male,25-29,7283.924130882052,
MWI_4_1,Census 2018,CY2017Q2,male,30-34,6045.563494817871,
MWI_4_1,Census 2018,CY2017Q2,male,35-39,5183.202169508036,
MWI_4_1,Census 2018,CY2017Q2,male,40-44,4602.007797524338,
MWI_4_1,Census 2018,CY2017Q2,male,45-49,3746.8445754696277,
MWI_4_1,Census 2018,CY2017Q2,male,50-54,2856.9556729492438,
MWI_4_1,Census 2018,CY2017Q2,male,55-59,2019.7849102387559,
MWI_4_1,Census 2018,CY2017Q2,male,60-64,1442.9796501031535,
MWI_4_1,Census 2018,CY2017Q2,male,65-69,1246.67419410204,
MWI_4_1,Census 2018,CY2017Q2,male,70-74,949.0876356951644,
MWI_4_1,Census 2018,CY2017Q2,male,75-79,840.2893416362184,
MWI_4_1,Census 2018,CY2017Q2,male,80+,903.7831473303232,
MWI_4_1,Census 2018,CY2018Q2,female,00-04,16059.538047478924,
MWI_4_1,Census 2018,CY2018Q2,female,05-09,18370.061849335725,
MWI_4_1,Census 2018,CY2018Q2,female,10-14,18182.196853317375,
MWI_4_1,Census 2018,CY2018Q2,female,15-19,14235.158264312717,0.13681154513546478
MWI_4_1,Census 2018,CY2018Q2,female,20-24,11463.859341036226,0.23397932659993909
MWI_4_1,Census 2018,CY2018Q2,female,25-29,8272.398297610822,0.20221339980799163
MWI_4_1,Census 2018,CY2018Q2,female,30-34,7256.000390456991,0.16922230874896182
MWI_4_1,Census 2018,CY2018Q2,female,35-39,5866.207012757974,0.11956316766621053
MWI_4_1,Census 2018,CY2018Q2,female,40-44,4818.868885433824,0.05690598381812437
MWI_4_1,Census 2018,CY2018Q2,female,45-49,3875.550457860334,0.0234169635004915
MWI_4_1,Census 2018,CY2018Q2,female,50-54,3165.805752993684,
MWI_4_1,Census 2018,CY2018Q2,female,55-59,2338.4238055653746,
MWI_4_1,Census 2018,CY2018Q2,female,60-64,1699.0158675469022,
MWI_4_1,Census 2018,CY2018Q2,female,65-69,1588.8011636239312,
MWI_4_1,Census 2018,CY2018Q2,female,70-74,1161.4089785850892,
MWI_4_1,Census 2018,CY2018Q2,female,75-79,1025.8227629499181,
MWI_4_1,Census 2018,CY2018Q2,female,80+,1155.8822691340242,
MWI_4_1,Census 2018,CY2018Q2,male,00-04,15745.461952521076,
